id;inventory;exp;gender;age;TI;religiousity;course;extraversion;agreeableness;conscientiousness;neuroticism;openness;assertiveness;activity;altruism;compliance;order;selfdiscipline;ansiety;depression;aesthetics;ideas
416;facebook;0;male;;;;0;2,00;2,33;1,56;2,38;2,70;2,00;2,00;2,75;1,67;1,00;1,40;2,50;2,50;1,00;3,60
417;facebook;0;male;21;yes;2;1;1,88;3,33;2,22;3,00;2,90;2,00;1,50;2,75;3,33;2,00;2,00;3,00;1,50;2,67;2,80
418;facebook;0;female;22;no;;0;2,75;3,33;3,11;4,75;3,10;2,60;3,00;4,25;2,33;3,50;2,80;4,50;5,00;4,67;2,60
419;facebook;0;male;24;no;;0;1,50;3,44;1,33;4,38;2,80;1,00;3,00;3,50;3,00;1,50;1,40;4,50;4,50;2,67;3,40
420;facebook;0;female;29;no;;0;2,75;4,00;3,11;3,38;4,20;2,20;3,50;4,50;3,67;2,50;2,80;3,75;2,50;4,67;3,80
421;facebook;0;female;;no;;0;2,50;3,67;2,11;3,25;4,70;2,40;3,00;3,50;4,00;1,50;2,20;3,00;3,50;4,33;4,80
423;facebook;0;male;;no;;0;3,88;2,67;3,67;1,88;4,20;3,60;4,00;3,25;2,33;3,00;3,80;2,00;1,50;3,00;4,60
424;facebook;0;male;23;no;;0;2,75;4,00;2,33;2,50;3,40;2,20;4,00;3,75;4,00;3,00;1,80;2,25;2,50;2,67;3,40
425;facebook;0;female;22;no;;0;3,38;3,78;3,89;2,38;3,80;3,00;4,00;4,50;3,00;3,00;4,00;2,25;2,50;3,67;3,80
426;facebook;0;female;;;;0;3,00;3,11;3,00;2,38;4,70;2,60;3,50;4,00;2,00;1,50;2,80;2,00;3,00;5,00;4,40
427;facebook;0;male;;;;0;2,75;4,00;2,89;3,50;4,60;2,60;2,50;4,75;3,00;1,50;2,60;3,00;3,50;5,00;4,20
428;facebook;0;female;34;no;;0;2,88;3,11;4,11;3,88;4,80;3,20;2,50;3,25;3,00;5,00;3,40;3,75;3,50;5,00;4,60
429;facebook;0;female;;no;;0;3,00;2,67;2,56;4,00;3,70;2,80;3,00;3,50;1,67;3,50;2,20;4,25;3,50;4,33;3,20
430;facebook;2;female;21;no;4;0;4,63;4,33;4,00;1,75;4,10;5,00;4,00;5,00;3,00;4,00;4,20;2,25;1,00;4,00;4,20
431;facebook;0;female;;;;0;3,38;3,67;3,00;2,25;4,10;3,40;3,00;3,75;3,67;2,50;2,80;2,25;2,50;4,33;4,40
432;facebook;0;male;;;;0;2,00;2,67;3,78;4,88;3,60;2,40;1,50;4,00;1,00;2,50;4,00;5,00;4,50;4,00;3,80
433;facebook;0;male;;;;0;4,13;4,33;4,44;2,13;3,80;4,20;4,00;4,50;4,00;4,50;4,60;2,00;2,00;2,00;4,80
434;facebook;0;female;26;no;4;0;3,13;2,56;3,00;3,50;3,60;2,60;4,00;4,00;1,67;1,50;3,20;4,00;3,00;3,33;3,60
436;facebook;0;female;;;;0;4,50;4,22;3,44;1,25;4,00;4,20;5,00;4,25;4,33;3,00;3,40;1,25;1,00;3,00;4,60
437;facebook;0;female;;;;0;4,38;3,67;4,00;2,75;3,80;4,40;4,00;4,25;2,67;3,00;4,20;2,75;2,50;3,00;4,20
438;facebook;0;female;32;no;4;0;4,25;3,56;3,89;4,13;3,30;4,20;4,00;4,75;2,00;2,50;4,20;4,50;3,00;3,33;3,00
439;facebook;0;female;;;;0;3,38;3,44;3,44;2,75;4,30;3,20;3,50;4,25;2,33;2,50;3,40;3,00;3,00;4,33;4,20
440;facebook;0;female;23;yes;3;1;3,50;3,56;2,11;3,13;3,30;3,40;3,50;3,75;3,67;1,00;2,40;3,00;2,50;2,00;3,80
441;facebook;0;female;23;no;;5;3,38;3,78;2,89;2,88;4,30;2,80;4,50;4,00;3,67;2,00;3,00;2,75;3,00;4,67;4,20
442;facebook;0;female;19;no;;2;3,75;3,67;1,89;3,13;3,20;4,00;3,00;4,50;2,33;1,00;2,00;3,25;3,00;3,33;3,00
443;facebook;0;female;18;no;;2;3,50;3,00;3,33;3,25;4,60;3,80;2,50;3,25;2,00;3,50;3,00;4,00;2,00;5,00;4,60
444;facebook;0;male;;;;0;3,50;4,00;2,67;2,63;4,50;3,20;3,50;4,25;3,33;1,00;3,20;2,75;1,50;4,33;4,60
445;facebook;0;female;26;no;;2;2,75;4,11;4,11;3,00;2,90;3,00;2,50;5,00;3,33;5,00;3,60;3,50;2,00;3,33;2,80
446;facebook;0;female;20;no;;4;4,00;2,78;4,11;2,63;4,00;3,80;4,00;3,50;1,67;4,50;3,80;3,00;2,50;3,67;3,80
447;facebook;0;male;26;no;;2;2,75;3,67;3,44;4,00;4,30;2,40;3,50;3,75;3,67;3,50;3,40;3,75;4,00;4,67;4,00
448;facebook;0;female;22;no;;4;4,00;3,78;2,11;2,50;3,60;4,00;3,50;4,00;3,00;1,00;2,40;3,00;2,00;1,67;4,40
449;facebook;0;male;18;no;;2;2,13;2,78;3,22;3,88;3,10;2,00;3,00;3,25;2,00;3,00;3,00;3,25;5,00;2,33;3,20
450;facebook;0;male;;;;0;3,38;3,22;2,67;3,13;3,60;3,60;2,50;3,25;3,33;2,00;2,40;3,25;2,50;4,00;3,20
451;facebook;0;female;23;no;;3;4,13;3,22;2,56;4,25;4,30;4,40;3,00;3,75;1,67;1,50;2,60;4,00;5,00;4,67;4,20
452;facebook;0;female;;;;0;2,75;4,22;2,44;2,63;3,60;2,00;4,00;4,25;4,00;1,50;2,40;2,25;4,00;4,33;3,40
453;facebook;0;female;23;yes;4;1;3,00;3,44;3,00;4,25;5,00;2,60;4,00;4,25;3,00;2,00;2,60;4,50;3,50;5,00;5,00
454;facebook;0;female;27;no;;0;3,63;3,11;3,22;4,00;3,20;3,60;3,50;3,50;2,67;2,00;3,40;3,75;4,50;2,67;3,40
456;facebook;0;male;21;no;;7;1,63;3,22;1,78;1,88;3,10;1,20;3,00;3,00;3,67;1,50;1,60;1,50;2,50;2,00;3,60
457;facebook;0;male;22;no;;0;2,00;3,33;2,33;3,25;3,70;1,60;3,00;3,50;3,33;1,50;2,60;2,50;4,00;4,00;3,40
458;facebook;0;male;18;no;;4;3,13;3,56;3,22;2,88;4,20;2,80;3,50;4,00;2,67;3,00;2,80;3,00;2,50;4,67;3,80
459;facebook;0;male;29;yes;4;1;2,75;3,67;3,89;2,75;4,90;2,60;3,00;4,00;3,33;3,50;3,80;3,25;2,00;5,00;4,80
460;facebook;0;male;;;;0;3,50;3,78;3,56;2,50;4,30;3,20;4,00;3,75;4,33;4,00;3,80;2,00;3,00;4,00;4,20
462;facebook;0;female;40;no;;3;3,25;3,00;4,33;2,88;3,70;3,20;4,00;3,50;2,33;4,50;4,20;2,50;3,00;3,67;3,60
463;facebook;0;female;24;no;;7;3,13;3,11;3,89;3,75;3,70;3,00;3,00;3,50;3,00;4,50;4,00;3,75;4,50;3,00;3,80
464;facebook;0;female;23;no;;10;3,63;3,67;4,22;2,75;4,10;3,40;3,50;4,00;3,33;4,00;4,20;3,75;1,50;4,33;4,40
465;facebook;0;male;22;yes;3;1;2,25;3,56;3,56;2,38;3,40;2,00;3,00;3,50;3,67;3,00;3,80;2,50;2,00;2,00;4,00
466;facebook;0;female;25;no;;7;3,25;2,33;2,78;4,75;4,10;3,40;2,50;3,50;1,00;1,50;2,80;4,75;4,50;4,00;4,20
467;facebook;0;female;24;no;;9;2,88;3,89;4,22;3,88;4,30;2,60;4,00;4,25;3,33;4,00;4,00;4,25;3,00;3,67;4,60
468;facebook;0;female;20;no;;9;2,63;4,22;4,56;2,50;4,10;2,00;4,00;4,25;3,67;5,00;4,40;2,50;2,00;4,33;4,40
469;facebook;0;female;20;no;;2;3,75;3,33;3,67;4,13;3,00;3,60;3,50;3,25;3,00;4,00;3,60;4,50;3,00;2,33;3,00
470;facebook;0;male;;;;0;2,88;3,22;2,67;4,50;4,10;2,40;3,50;3,50;2,67;1,00;3,00;4,50;4,50;3,00;4,60
472;facebook;0;male;22;no;;3;2,25;3,00;2,44;4,25;4,10;1,60;3,50;2,75;2,33;1,00;2,60;4,00;4,00;3,33;4,60
473;facebook;0;female;24;no;;10;4,13;3,56;4,11;3,50;4,30;4,00;4,00;4,00;2,67;3,50;4,20;3,50;3,00;4,33;4,20
474;facebook;0;female;19;no;;7;2,00;3,22;2,78;2,88;3,30;2,00;2,00;3,75;2,33;3,00;2,80;3,25;1,50;2,67;3,60
475;facebook;0;female;27;no;;2;3,38;4,44;2,33;2,88;4,70;3,40;2,50;4,00;4,67;1,50;2,40;2,75;3,00;4,67;4,80
476;facebook;0;female;28;no;;2;3,38;4,00;3,22;4,13;3,80;3,20;3,50;4,25;3,67;2,50;3,00;4,50;3,50;4,67;3,60
477;facebook;0;female;;;;0;3,75;2,78;3,33;3,63;4,80;3,80;3,50;3,25;2,00;3,00;3,20;4,00;3,00;5,00;4,60
478;facebook;0;male;26;no;;6;3,75;2,89;1,78;3,88;4,10;4,00;3,00;3,50;3,00;1,50;1,60;4,25;3,00;4,67;4,00
479;facebook;0;female;32;no;;7;3,00;2,78;2,11;4,13;3,00;3,00;3,00;3,00;2,67;2,00;2,00;4,75;3,00;2,33;3,00
480;facebook;0;female;23;no;;7;3,50;4,11;3,78;2,25;2,70;3,40;3,50;4,25;3,67;4,00;3,80;3,00;1,50;1,33;3,60
481;facebook;0;female;25;no;;3;1,75;1,44;2,00;4,38;4,30;2,00;1,00;2,00;1,00;1,50;1,40;3,75;5,00;4,33;4,40
482;facebook;0;male;18;no;;7;2,63;3,67;4,22;2,00;3,30;2,20;3,50;3,50;3,33;4,50;4,00;2,75;1,00;2,33;4,00
483;facebook;0;female;22;no;;2;2,13;3,67;3,11;4,50;3,70;1,80;3,50;4,00;3,67;2,00;3,40;4,50;4,00;3,00;4,00
484;facebook;0;female;23;no;;0;3,75;4,44;3,44;2,38;4,80;3,40;4,00;4,25;4,67;2,00;3,40;2,50;1,00;5,00;4,60
485;facebook;0;male;25;no;;4;4,63;3,11;2,56;3,38;4,70;4,40;5,00;3,75;2,33;2,00;2,60;3,50;3,00;5,00;4,60
486;facebook;0;female;22;no;;3;1,75;3,33;2,67;4,38;2,90;1,40;2,50;4,00;2,67;1,00;2,80;4,25;4,00;1,67;3,40
487;facebook;0;male;22;no;;4;4,63;4,00;2,78;1,88;4,40;4,60;4,50;3,75;4,00;1,50;3,00;2,00;1,50;3,00;5,00
488;facebook;0;male;22;no;;4;3,13;3,89;3,89;3,25;2,80;2,80;3,50;4,00;4,00;3,00;4,20;3,75;2,00;1,00;3,60
489;facebook;0;female;22;no;;3;3,50;3,44;3,67;3,25;4,00;3,00;4,50;3,50;3,33;4,00;3,40;3,50;2,50;4,33;4,00
490;facebook;0;female;22;no;2;2;1,88;4,11;2,00;2,88;4,20;1,60;2,00;4,00;4,00;1,00;2,20;2,25;3,00;4,33;4,40
491;facebook;0;female;;;;0;3,38;3,11;3,00;4,38;3,40;3,40;4,00;4,00;2,00;2,00;3,40;4,50;4,50;2,67;3,60
492;facebook;0;female;26;no;;8;3,50;3,56;3,78;3,25;3,30;3,20;3,50;4,25;3,00;3,50;3,60;4,00;2,00;2,33;3,80
493;facebook;0;male;20;yes;2;1;4,25;2,44;3,67;4,38;3,90;4,00;4,50;3,50;1,00;3,00;3,60;4,50;3,50;3,00;4,20
494;facebook;0;female;;;;0;3,63;3,33;3,11;1,88;3,50;3,00;4,50;4,75;1,67;1,00;3,20;1,75;2,00;3,00;3,40
495;facebook;3;female;20;no;3;5;2,25;3,78;3,00;2,38;4,00;2,20;2,50;3,75;3,67;1,50;3,80;2,25;2,50;4,00;4,00
496;facebook;0;female;25;no;;2;3,25;4,22;3,11;1,38;4,20;3,00;3,50;4,75;3,33;2,50;3,20;1,50;1,00;4,33;4,40
497;facebook;0;female;25;no;4;4;3,88;3,44;2,78;4,13;4,90;3,60;4,00;4,00;3,00;1,50;2,80;3,75;4,50;4,67;5,00
498;facebook;0;female;;;;0;3,50;3,67;2,67;1,88;4,00;3,60;3,50;4,25;3,33;2,50;2,40;2,00;2,00;4,33;4,40
499;facebook;0;female;41;no;;5;3,50;3,33;4,56;4,75;4,20;3,00;4,50;3,75;2,67;4,00;4,60;4,75;4,50;2,33;5,00
500;facebook;0;female;18;no;;2;1,75;3,33;3,44;4,75;3,20;1,40;3,00;3,75;3,00;2,50;3,60;5,00;4,00;3,00;3,00
501;facebook;0;female;58;no;;2;3,88;3,44;4,56;3,63;3,70;3,60;4,50;4,00;2,67;5,00;4,20;4,50;2,50;3,33;3,80
502;facebook;0;female;30;no;;2;4,00;4,22;3,67;3,00;3,50;3,60;4,50;3,75;4,67;1,50;4,60;3,50;1,00;4,33;3,20
505;facebook;0;female;;no;;0;1,50;3,22;3,78;3,75;3,70;1,60;1,50;3,00;3,67;5,00;3,00;4,00;3,50;3,00;4,00
506;facebook;0;female;26;no;;5;3,88;3,44;2,67;3,63;3,60;3,20;5,00;3,75;3,33;1,00;3,00;3,75;2,00;2,67;4,00
507;facebook;0;female;23;yes;4;1;1,88;3,44;3,56;1,63;3,60;1,80;2,50;4,00;3,33;3,00;3,60;2,25;1,00;3,33;3,80
508;facebook;0;female;29;no;;5;4,38;2,89;2,78;4,25;4,40;4,00;5,00;3,50;2,33;1,50;2,80;4,00;4,00;4,67;4,20
509;facebook;0;male;40;no;;3;3,25;2,44;3,33;4,75;4,40;2,80;4,00;3,50;1,00;2,00;3,60;4,75;5,00;4,00;4,60
510;facebook;0;male;24;no;;2;3,50;4,33;3,33;3,13;4,60;3,20;4,00;4,75;3,67;2,50;3,40;3,25;3,00;4,67;4,60
511;facebook;0;male;;;;0;3,13;3,22;2,89;3,75;4,10;3,20;3,00;3,75;3,00;2,00;3,00;3,50;4,50;4,00;4,00
513;facebook;0;female;23;no;;2;3,63;4,33;4,11;3,25;4,10;3,40;3,50;5,00;3,33;4,00;4,00;3,25;2,50;4,00;4,00
514;facebook;0;female;;;;0;3,63;3,56;3,56;2,00;3,50;3,20;4,00;4,25;2,67;3,00;3,60;2,25;1,50;2,00;4,00
516;facebook;0;male;;;;0;1,50;3,11;2,89;4,38;3,40;1,40;1,50;3,50;3,00;2,50;3,00;3,75;5,00;3,00;3,60
517;facebook;0;female;24;no;;7;3,88;3,56;3,22;3,13;4,50;3,80;4,00;4,25;2,33;2,00;3,80;3,25;3,50;4,33;4,40
518;facebook;0;male;18;no;;5;2,00;3,00;3,33;2,75;2,30;2,20;1,50;2,75;3,33;3,50;3,20;2,50;3,00;2,00;2,40
519;facebook;0;male;24;no;;8;1,88;3,22;4,00;2,88;3,60;1,60;2,50;4,00;2,67;4,00;3,80;3,50;1,50;4,00;3,60
520;facebook;0;female;28;no;;8;2,00;4,22;3,11;3,50;2,80;2,00;2,00;4,75;4,00;2,00;3,20;3,75;3,00;2,33;2,80
521;facebook;3;male;23;no;1;2;2,13;4,00;1,78;3,25;4,30;2,40;1,00;4,25;3,67;1,00;1,80;3,75;3,00;5,00;4,00
522;facebook;0;female;20;no;;3;3,63;3,67;3,00;2,75;4,30;3,20;4,00;4,25;3,33;2,00;3,20;2,75;2,00;4,67;4,00
523;facebook;0;female;22;no;;8;1,63;4,11;2,89;2,63;2,80;1,20;2,50;4,00;4,00;3,00;2,60;2,75;3,00;2,67;2,60
524;facebook;0;female;22;no;;2;1,25;3,11;3,44;3,88;2,90;1,20;1,00;2,75;3,00;4,00;3,40;4,25;3,50;3,33;2,80
525;facebook;0;female;23;no;;8;4,13;3,78;2,78;2,50;3,20;4,60;3,00;4,25;3,67;2,00;2,60;3,00;1,50;2,67;3,60
526;facebook;0;female;20;no;;4;4,13;4,11;3,78;2,38;3,70;4,20;3,50;4,25;4,00;3,50;3,80;3,00;1,50;3,00;3,80
528;facebook;0;female;23;no;;8;3,88;3,11;3,44;2,50;3,50;4,00;4,50;3,25;2,33;4,50;2,60;3,25;1,00;4,33;2,80
529;facebook;0;male;21;no;5;4;2,25;2,78;4,67;2,38;3,90;2,40;2,50;2,75;2,67;4,50;4,60;2,50;1,00;2,00;4,60
530;facebook;0;female;24;no;;2;4,38;3,78;4,44;2,38;4,80;4,40;4,00;4,50;3,00;4,00;4,40;2,50;2,50;4,33;5,00
531;facebook;0;female;20;no;;9;3,88;3,22;4,11;3,63;3,40;3,40;4,50;4,75;1,67;3,50;4,20;3,75;2,50;2,67;3,40
532;facebook;0;female;19;no;;7;4,00;3,78;3,78;3,25;3,10;4,00;3,50;3,75;3,33;3,00;4,00;3,50;2,50;2,33;3,40
533;facebook;0;female;20;no;;9;1,25;3,44;3,56;3,75;3,50;1,20;1,50;3,50;3,67;4,00;3,20;4,75;2,00;4,00;3,60
534;facebook;0;female;27;no;;8;3,25;4,56;2,78;1,88;3,40;3,20;3,00;4,75;4,33;2,50;2,60;2,00;1,00;3,33;3,60
535;facebook;0;female;24;no;;2;1,88;3,78;3,11;4,13;2,20;1,80;2,50;4,25;2,67;2,50;3,20;4,00;3,50;2,00;2,40
536;facebook;0;female;;;;0;2,38;3,22;3,67;3,25;3,20;2,60;2,00;3,25;2,67;4,00;3,20;3,50;3,00;2,33;3,60
537;facebook;0;female;33;no;;0;3,00;2,67;3,33;4,50;4,50;2,80;3,50;3,00;2,33;1,50;4,00;4,75;4,00;5,00;4,40
538;facebook;0;female;20;no;;8;3,38;3,11;1,56;3,38;3,20;3,20;4,00;3,50;3,00;1,00;1,60;3,50;2,50;2,33;3,60
539;facebook;0;female;;no;;0;2,63;4,56;1,67;2,75;4,40;2,20;4,00;4,50;4,67;1,00;1,80;3,25;1,00;4,67;4,40
541;facebook;0;female;19;no;;8;2,75;4,44;3,56;4,25;3,60;2,00;4,00;4,50;4,33;3,50;3,60;4,25;4,50;3,67;3,20
542;facebook;0;male;22;no;;7;3,75;3,56;3,56;3,50;3,70;4,40;2,00;4,25;2,67;3,50;3,20;4,00;2,50;3,33;4,00
544;facebook;0;female;;no;;0;2,75;4,33;3,00;2,88;4,30;2,60;3,50;4,75;4,33;2,00;3,20;3,00;3,00;4,33;4,00
545;facebook;0;female;;;;0;4,00;4,44;2,11;2,75;2,60;4,40;2,50;4,50;4,33;1,00;2,60;2,25;3,00;2,00;2,40
546;facebook;0;female;20;no;;2;2,50;3,78;2,78;4,75;3,60;2,80;1,50;3,75;4,00;3,00;2,60;5,00;4,50;3,00;3,80
547;facebook;0;female;30;no;2;9;2,25;4,11;3,67;2,50;4,20;2,00;3,00;4,50;3,67;3,50;3,60;2,75;1,50;4,67;4,00
548;facebook;0;female;23;no;;0;3,63;3,89;3,44;3,88;3,90;3,40;4,00;4,75;3,00;2,50;3,40;3,75;3,50;3,67;3,60
550;facebook;0;female;20;no;;0;4,00;3,22;2,78;4,50;5,00;3,40;5,00;4,00;2,33;1,00;2,60;4,00;5,00;5,00;5,00
551;facebook;0;female;20;no;;6;3,13;3,89;2,00;3,75;4,40;2,60;4,00;3,75;4,33;1,00;2,00;3,25;4,00;4,33;4,20
552;facebook;0;female;23;no;;3;2,88;3,11;3,00;3,75;3,90;2,60;3,00;3,50;3,00;3,00;2,60;3,00;4,00;3,67;4,00
553;facebook;0;male;32;yes;;1;4,00;4,56;4,11;1,50;3,50;3,80;4,50;5,00;5,00;3,00;4,40;1,75;1,00;2,67;4,20
555;facebook;0;female;20;no;;5;3,25;3,44;2,00;2,13;4,50;2,60;4,50;4,25;2,33;1,50;1,60;2,00;3,50;5,00;4,00
556;facebook;0;female;;no;;0;4,63;4,00;4,11;1,75;4,80;4,80;4,00;4,50;3,67;2,50;4,40;2,25;1,00;5,00;4,60
557;facebook;0;female;18;no;;7;4,13;4,56;2,78;2,50;2,90;3,60;5,00;4,75;4,33;2,00;3,00;2,75;1,50;3,00;2,80
558;facebook;0;female;21;no;;2;1,50;3,56;4,11;3,63;2,80;1,80;1,00;4,00;3,00;3,00;4,20;4,75;1,50;3,00;2,80
559;facebook;0;female;18;no;;6;3,50;4,22;3,67;2,75;3,40;3,40;3,50;4,25;4,33;3,50;3,60;3,25;2,00;2,67;3,80
560;facebook;0;female;22;no;;5;2,63;3,00;3,89;3,13;2,80;2,40;3,00;3,50;2,67;3,00;4,00;3,50;2,00;1,00;3,60
561;facebook;0;female;24;no;;2;3,63;4,11;4,44;3,50;4,10;3,40;4,00;4,50;4,00;4,50;4,20;3,50;3,00;4,00;4,00
564;facebook;0;female;19;no;;2;3,25;3,33;2,56;2,13;3,00;3,20;3,00;3,50;3,33;2,00;2,40;2,25;2,00;2,33;3,20
565;facebook;0;female;35;no;;6;2,75;4,22;4,11;2,88;4,10;2,40;3,50;4,50;3,33;3,50;4,00;3,00;1,50;4,33;4,00
566;facebook;0;female;20;;;0;3,13;3,00;2,67;4,38;3,30;2,80;3,50;3,50;2,33;2,00;2,80;4,50;4,00;3,33;3,20
567;facebook;0;female;18;no;;4;2,25;2,67;3,00;3,88;3,40;2,00;2,50;3,25;2,33;2,50;3,00;4,00;3,50;4,00;3,40
568;facebook;0;female;;;;0;4,25;4,56;3,78;2,63;4,10;4,20;4,00;5,00;3,67;3,00;3,80;3,25;1,00;3,67;4,20
569;facebook;0;female;20;no;;6;2,50;3,44;3,56;2,50;3,90;2,60;2,50;3,75;3,00;3,50;3,40;2,50;2,50;4,33;3,80
570;facebook;0;female;19;no;;3;1,88;3,11;3,56;3,50;3,70;2,00;1,50;3,75;2,33;4,00;3,40;3,50;4,00;4,00;3,60
571;facebook;0;male;19;;;0;3,50;3,78;3,78;3,38;3,10;3,20;4,50;4,00;3,33;3,00;3,60;4,00;1,50;2,33;3,60
572;facebook;0;female;;;;0;3,00;2,89;3,00;4,00;4,60;2,80;3,00;3,25;3,00;1,50;2,80;3,75;4,00;5,00;4,60
573;facebook;0;female;24;no;;0;1,88;3,44;3,00;3,75;3,00;1,60;2,50;4,25;3,00;2,50;2,80;3,50;4,00;2,67;3,00
574;facebook;0;male;;no;;0;3,75;3,89;4,22;2,25;4,40;3,60;4,00;4,00;3,33;5,00;3,80;2,50;2,00;4,67;4,20
577;facebook;0;female;22;no;;0;3,00;3,67;3,33;2,13;2,80;3,00;3,50;3,75;4,00;4,00;3,20;2,25;2,00;2,00;3,60
579;facebook;0;male;21;yes;1;1;1,88;4,22;2,89;3,00;3,10;1,40;2,50;4,00;5,00;2,50;2,80;2,00;5,00;2,33;3,80
580;facebook;0;female;31;no;;8;3,13;4,22;3,56;2,50;3,80;2,80;3,50;4,75;3,33;3,50;3,20;3,00;2,00;4,00;3,80
581;facebook;0;female;22;no;3;7;3,25;3,22;3,22;4,25;3,50;2,80;4,50;3,75;2,67;2,50;3,40;4,00;5,00;3,00;3,20
582;facebook;0;male;18;yes;1;1;1,75;3,11;3,11;3,38;4,40;1,80;2,00;3,00;4,00;2,00;3,20;3,25;4,50;4,33;4,60
583;facebook;0;male;;;;0;2,88;3,33;3,33;3,88;4,00;2,40;3,50;3,50;3,33;3,00;3,20;4,00;3,00;4,00;4,00
584;facebook;0;female;44;no;;3;4,38;3,67;3,44;3,25;4,30;4,00;5,00;4,50;2,67;2,00;3,80;2,75;4,00;3,33;4,60
585;facebook;0;female;20;yes;3;1;4,50;4,11;3,00;2,75;3,30;4,60;4,00;4,25;3,67;2,00;3,40;2,75;3,00;3,00;3,60
586;facebook;0;female;;no;;0;4,00;4,11;3,33;3,00;3,90;3,80;4,50;4,75;3,33;1,00;3,60;3,75;1,50;3,00;4,40
587;facebook;0;male;18;no;1;4;2,38;3,56;2,89;3,38;3,40;1,60;4,00;4,00;3,33;2,50;3,00;3,75;2,50;2,00;3,80
588;facebook;0;female;19;no;;2;4,75;4,56;4,44;1,38;4,20;4,60;5,00;4,75;4,33;5,00;4,00;1,75;1,00;4,00;4,40
589;facebook;0;male;20;no;;2;5,00;4,33;2,78;2,00;3,90;5,00;5,00;4,75;4,00;2,50;2,80;2,25;1,00;3,00;4,20
590;facebook;0;male;29;no;;7;2,88;2,89;3,56;3,38;3,30;3,00;2,50;3,00;2,67;3,00;3,60;3,50;2,50;4,00;2,80
591;facebook;0;female;19;no;;0;2,25;3,44;2,33;3,50;4,70;2,20;2,50;3,50;3,67;2,50;2,20;3,25;3,50;4,67;4,80
592;facebook;0;female;21;;;0;4,38;3,22;3,89;3,38;3,30;4,20;4,50;4,00;2,67;4,00;3,60;3,75;3,00;3,33;3,60
593;facebook;0;female;24;no;1;4;2,88;3,22;2,56;3,75;4,40;3,40;2,00;3,50;2,67;1,50;2,80;3,75;3,00;4,33;4,60
594;facebook;0;male;30;no;;5;3,25;2,00;2,00;2,63;4,00;3,60;2,00;2,00;2,00;2,00;1,60;2,50;2,50;3,33;4,60
595;facebook;0;male;27;no;;6;4,13;3,78;4,33;3,13;3,90;3,80;4,50;3,75;3,67;3,50;4,80;3,00;3,50;4,00;3,80
597;facebook;0;male;19;no;;9;2,25;3,11;2,67;3,13;4,00;2,00;3,00;3,50;2,67;2,00;2,60;3,00;3,00;3,67;4,20
598;facebook;0;female;53;no;;5;3,63;3,56;3,78;3,38;4,00;3,60;3,00;4,25;2,33;3,00;3,80;3,75;2,50;4,00;4,00
599;facebook;0;male;21;no;;0;2,25;4,33;3,44;3,38;3,60;1,80;3,00;4,00;4,67;2,50;3,40;2,75;4,50;4,00;3,40
600;facebook;0;female;;;;0;3,00;3,78;3,89;2,50;3,90;3,00;3,00;4,00;2,67;4,50;3,80;2,50;3,00;4,00;4,00
601;facebook;0;female;28;no;;0;3,75;3,00;2,11;2,75;4,80;3,40;4,50;3,25;2,00;1,00;1,80;3,00;2,50;4,33;5,00
602;facebook;0;female;30;no;;7;3,75;2,67;2,22;3,50;3,70;4,00;2,50;3,25;2,33;2,00;2,60;3,25;4,50;3,00;4,00
604;facebook;0;female;;;;0;3,50;3,33;3,00;3,88;3,20;3,40;3,50;4,00;2,67;1,50;3,20;4,00;3,50;3,33;3,00
605;facebook;0;male;26;no;;2;2,38;4,67;2,56;2,13;3,60;1,80;3,50;4,75;4,33;2,50;2,20;2,25;1,00;3,00;3,80
606;facebook;0;female;;;;0;3,50;3,44;4,11;3,13;4,70;2,80;4,50;4,00;2,67;4,50;3,60;3,25;3,00;4,33;4,80
608;facebook;0;female;19;no;;2;3,88;4,00;2,89;2,63;3,40;3,60;4,00;4,50;3,33;1,50;3,20;2,75;3,00;2,00;3,80
609;facebook;0;female;23;no;;4;4,13;3,44;3,33;2,63;3,40;4,00;4,00;4,50;2,67;2,50;3,40;3,00;2,00;1,67;4,20
610;facebook;0;female;27;no;;7;2,50;2,89;3,44;4,13;4,20;2,20;3,00;3,25;2,67;4,00;3,00;4,00;5,00;5,00;3,80
611;facebook;0;female;;;;0;3,38;3,78;3,33;2,00;3,30;3,20;3,50;3,25;4,00;3,00;3,20;2,00;2,00;3,33;3,40
612;facebook;0;male;32;yes;2;1;2,88;4,11;3,89;2,13;3,30;2,80;2,50;4,50;4,00;3,50;3,80;2,25;2,00;4,00;3,20
613;facebook;0;male;20;yes;3;1;3,13;4,33;3,78;3,38;4,90;2,60;4,50;4,25;4,00;3,50;4,00;2,50;4,50;5,00;4,80
614;facebook;0;female;;;;0;3,88;3,44;4,22;2,50;3,80;3,20;5,00;4,75;2,33;4,00;4,40;3,00;1,50;3,00;4,20
615;facebook;0;female;;;;0;3,88;4,11;3,56;3,75;3,90;4,00;3,00;4,50;3,33;3,00;4,00;4,25;3,00;3,00;4,20
616;facebook;0;male;19;no;;3;4,38;4,33;3,56;2,50;4,60;4,00;5,00;4,50;4,33;3,00;3,60;2,75;1,50;4,33;4,80
617;facebook;0;male;;;;0;3,75;4,22;2,44;2,13;3,30;3,80;3,50;4,50;4,00;1,50;3,00;2,25;2,00;1,00;4,40
619;facebook;0;female;23;no;;2;3,38;3,78;2,89;3,63;3,20;3,40;2,50;4,25;3,33;2,00;3,40;3,50;3,50;3,00;3,20
