id ; sentences ; items ; chars ; allTypes ; wordTypes ; skip ; compound ; hashtags ; links ; punct; questions ; exclam ; numbers ; upcase ; lowcase ; firstup ; pt-lexicon ; added ; verb-pro ; names ; en-lexicon ; rewrite ; mispell ; foreign ; emo+ ; emo- ; emo* ; laugh ; emph ; echars ; unkn ; 1funct;2pronoun;3ppron;4i;5we;6you;7shehe;8they;9ipron;10article;11verb;12auxverb;13past;14present;15future;16adverb;17preps;18conj;19negate;20quant;21number;22swear;23social;24family;25friend;26humans;27affect;28posemo;29negemo;30anx;31anger;32sad;33cogmech;34insight;35cause;36discrep;37tentat;38certain;39inhib;40incl;41excl;42percept;43see;44hear;45feel;46bio;47body;48health;49sexual;50ingest;51relativ;52motion;53space;54time;55work;56achieve;57leisure;58home;59money;60relig;61death;62assent;63nonfl;64filler;BPconcr;BPsubj;BPimage;BPaoa;m ; f ; s ; p ; aument ; dimin ; superlat ; N ; A ; PREP ; CONJ ; ADV ; PREFIX ; SIGLA ; ABREV ; INTERJ ; DET ; def ; indef ; NUM ; numC ; numO ; numM ; numF ; PRO ; proDem ; proIndef ; proRel ; proInterr ; proTrat ; proPoss ; proPess;acusativa ; dativa ; nominativa ; obliqua ; reflexa ; p1 ; p2 ; p3; V ; VW ; VG ; VK ; VP ; VI ; VJ ; VF ; VQ ; VS ; VT ; VU ; VY ; VC; V1s ; V2s ; V3s ; V1p ; V2p ; V3p 
822;136;2439;11332;982;892;0,0016;0,0115;0,0492;0;0,2259;0,0045;0,0111;0,0201;0,0246;0,8778;0,0972;0,8544;0,0049;0;0,0156;0,0931;0,0336;0,0398;0,0094;0,0029;0;0,0016;0,0053;0,0062;0,0381;0,0041;0,4604;0,1751;0,1169;0,0226;0,0037;0,0795;0,057;0,0144;0,1103;0,0718;0,1427;0,059;0,0246;0,0906;0,0094;0,0517;0,1115;0,0894;0,0144;0,0595;0,0082;0,0541;0,1976;0,0037;0,009;0,091;0,1115;0,0898;0,0189;0,0021;0,0074;0,0082;0,3493;0,0508;0,0443;0,0681;0,0939;0,0398;0,0443;0,1283;0,0754;0,0767;0,0271;0,0119;0,0295;0,064;0,032;0,0127;0,0144;0,0853;0,1734;0,0529;0,075;0,075;0,0164;0,0447;0,0168;0,0029;0,0189;0,0045;0,0053;0,0053;0,0283;0,0025;4,2992;5,1423;4,5899;3,4021;0,8462;0,622;1,2776;0,2936;0,0004;0,0074;0,0004;0,4485;0,1341;0,1591;0,0968;0,1353;0,0185;0,0164;0,0463;0,0012;0,0771;0,0492;0,0127;0,0152;0,0127;0,0021;0;0,0004;0,3916;0,0738;0,1013;0,0353;0,0344;0,0135;0,0152;0,1263;0,091;0,039;0,0246;0,0435;0,0226;0,0361;0,0283;0,0988;0,2604;0,034;0,0082;0,0193;0,1324;0,0049;0,0193;0,0025;0,0012;0,032;0,0004;0,0279;0,0886;0,0012;0,1218;0,0701;0,1595;0,0062;0,0025;0,0082
823;7;84;445;67;67;0;0;0;0;0,2024;0;0;0,0238;0;0,8571;0,1429;0,9524;0,0238;0;0,0119;0;0,0476;0;0;0;0;0,0119;0;0;0,009;0;0,5833;0,131;0,0595;0,0119;0;0,0119;0,0238;0,0238;0,0952;0,0238;0,1548;0,1071;0;0,1548;0,0238;0,0595;0,2262;0,0952;0,0238;0,0357;0,0119;0,0952;0,1429;0,0119;0,0119;0,0714;0,0476;0,0357;0,0119;0;0;0,0119;0,4405;0,0357;0,0595;0,0595;0,1071;0,0238;0,0476;0,131;0,1071;0,0238;0,0119;0;0,0119;0,0476;0,0119;0,0119;0,0238;0,119;0,2857;0,0833;0,0952;0,1905;0,0833;0,0476;0,0238;0,0119;0,0476;0;0;0,0238;0,0119;0;4,2607;5,1514;4,4625;3,7564;0,6548;0,5595;1,0119;0,3452;0;0;0;0,3929;0,119;0,2976;0,1071;0,1548;0,0357;0,0238;0;0;0,0476;0,0119;0,0119;0,0238;0,0119;0,0119;0;0;0,2857;0,0476;0,0833;0,0357;0,0238;0;0,0119;0,0952;0,0714;0,0476;0,0119;0,0476;0,0238;0,0357;0;0,0833;0,2857;0,0238;0,0476;0,0238;0,131;0;0;0,0119;0;0,0238;0;0,0119;0,0833;0;0,119;0,0595;0,1071;0;0;0,0119
824;16;106;579;90;82;0;0;0;0;0,3302;0,0283;0,1132;0,0283;0,0472;0,6887;0,2642;0,8491;0;0;0,066;0,0094;0,0283;0,0377;0,0283;0;0;0;0,0377;0,0094;0,0656;0;0,4057;0,1415;0,0755;0,0377;0;0,0283;0,0283;0,0094;0,0943;0,0566;0,1226;0,0283;0,0755;0,0472;0,0094;0,0377;0,1509;0,0566;0,0189;0,0566;0,0189;0,0943;0,1509;0;0,0283;0,1226;0,1132;0,0849;0,0283;0,0094;0,0094;0,0094;0,3774;0,066;0,0283;0,0472;0,1226;0,0283;0,0472;0,1604;0,0755;0,0849;0,0189;0;0,0377;0,1038;0,0189;0,0189;0,0377;0,1226;0,1981;0,0472;0,1132;0,0849;0,0094;0,0472;0,0283;0,0094;0,0189;0;0,0189;0;0,0189;0;4,4867;5,1958;4,7517;3,4011;0,6981;0,5472;1,2642;0,217;0;0,0283;0;0,3962;0,1604;0,2075;0,0566;0,1038;0,0094;0;0,0472;0;0,0849;0,0189;0,0283;0,0377;0,0283;0;0;0,0094;0,2925;0,0377;0,0943;0,0377;0,0283;0;0,0189;0,0755;0,0566;0,0283;0,0189;0,0377;0,0094;0,0377;0;0,0566;0,3019;0,0283;0,0094;0,0094;0,1604;0;0,0566;0;0;0,0283;0;0,0283;0,1132;0;0,1415;0,0943;0,1698;0;0,0094;0
825;171;1723;7732;610;579;0,0006;0,0104;0,0627;0;0,2031;0,0012;0,0429;0,007;0,0238;0,8712;0,105;0,9675;0,0058;0,0006;0,0023;0,0087;0,0366;0,0139;0,0017;0;0;0,0017;0,0035;0,007;0,0211;0,0006;0,5676;0,2374;0,1741;0,0418;0,0163;0,0975;0,083;0,0163;0,1335;0,0818;0,1561;0,076;0,0302;0,1021;0,0058;0,0383;0,1416;0,1033;0,0221;0,0859;0,0099;0,1021;0,2832;0,0163;0,0296;0,1497;0,155;0,1306;0,0209;0,0029;0,0081;0,0116;0,4266;0,054;0,0534;0,072;0,1062;0,0522;0,0604;0,1602;0,0824;0,0946;0,0221;0,0052;0,0337;0,0929;0,0255;0,0128;0,0453;0,0714;0,2089;0,0627;0,0998;0,0795;0,0151;0,0691;0,0354;0,007;0,0296;0,011;0,0058;0,0075;0,0313;0;4,1798;5,1665;4,5559;3,3658;1,0464;0,6611;1,4991;0,3314;0;0,0017;0;0,5386;0,1544;0,1869;0,1074;0,1317;0,0139;0,0122;0,0435;0,0006;0,0946;0,0627;0,0145;0,0174;0,0157;0,0006;0;0,0012;0,4602;0,076;0,1149;0,0371;0,0319;0,0163;0,0435;0,1445;0,1021;0,036;0,0325;0,0377;0,0302;0,065;0,0261;0,1172;0,3001;0,0488;0,0029;0,0168;0,1718;0,0075;0,0186;0,0035;0,0029;0,0174;0,0023;0,0273;0,0882;0,0012;0,1573;0,0743;0,1799;0,0052;0,0012;0,0099
826;193;2352;11797;780;690;0;0,0085;0,0106;0;0,5434;0,0013;0,1284;0,0115;0,0145;0,8363;0,1492;0,9541;0,0021;0,0013;0,0111;0,0047;0,0136;0,0179;0,0009;0,0004;0;0,0004;0,0051;0,0179;0,0421;0,0021;0,5259;0,2075;0,142;0,0327;0,0111;0,0855;0,0744;0,0157;0,1327;0,0876;0,1395;0,0629;0,0183;0,1105;0,0055;0,0455;0,1484;0,0986;0,0149;0,0697;0,0128;0,0719;0,236;0,0119;0,0255;0,1573;0,1577;0,1305;0,0259;0,0038;0,0106;0,014;0,4086;0,0446;0,0446;0,068;0,1131;0,0502;0,0493;0,1552;0,0693;0,0591;0,02;0,0111;0,0247;0,0638;0,0217;0,0191;0,0247;0,102;0,2509;0,0578;0,1033;0,1458;0,0128;0,0676;0,0285;0,0089;0,0123;0,0204;0,0055;0,0081;0,031;0,0017;4,1721;5,1807;4,5323;3,3863;0,977;0,6794;1,4745;0,3227;0;0,0017;0;0,5196;0,1756;0,173;0,1118;0,1339;0,0208;0,0098;0,0485;0;0,1012;0,0642;0,0162;0,0208;0,0162;0,0026;0;0,0021;0,4264;0,0787;0,1097;0,04;0,0349;0,0128;0,0217;0,1322;0,091;0,0225;0,0361;0,0234;0,0179;0,0489;0,0123;0,1088;0,301;0,0383;0,0098;0,0157;0,1718;0,0004;0,0217;0,0043;0,0009;0,0281;0,0004;0,0298;0,1105;0;0,1276;0,0855;0,1781;0,0072;0,0021;0,0072
827;114;1708;8043;626;565;0;0,0029;0,0023;0;0,4157;0,0141;0,0755;0,0181;0,0275;0,8314;0,1411;0,9415;0,0023;0,0018;0,0135;0,0304;0,0059;0,0123;0;0;0;0,0006;0,0059;0,0035;0,0194;0,0006;0,5673;0,2482;0,1669;0,0685;0,007;0,0796;0,065;0,0152;0,1358;0,0861;0,1879;0,0779;0,0217;0,1276;0,01;0,0457;0,1183;0,1025;0,0263;0,0744;0,0228;0,0796;0,2564;0,0023;0,0164;0,1341;0,1247;0,0972;0,024;0,0047;0,0094;0,0123;0,4186;0,0667;0,0591;0,0896;0,1177;0,0498;0,0463;0,1159;0,089;0,0779;0,0269;0,017;0,0275;0,0615;0,0193;0,0123;0,0269;0,0767;0,2213;0,0638;0,0755;0,0954;0,0181;0,0621;0,0217;0,0018;0,0193;0,0076;0,0053;0,01;0,0211;0,0023;4,0771;5,1869;4,4598;3,467;1,0117;0,582;1,4485;0,2986;0;0,0023;0;0,4397;0,1341;0,1598;0,1112;0,1429;0,0135;0,01;0,0427;0,0023;0,1054;0,0556;0,024;0,0258;0,0246;0,0012;0;0;0,4655;0,0708;0,1183;0,048;0,0416;0,0029;0,0392;0,1487;0,1066;0,0457;0,0351;0,0486;0,0351;0,0826;0,0205;0,0919;0,305;0,0509;0,0123;0,0105;0,1604;0,0023;0,0193;0,0053;0,0018;0,0345;0,0023;0,0369;0,103;0,0018;0,1557;0,079;0,1944;0,0029;0,0006;0,0064
828;446;5182;26972;1889;1803;0,0002;0,0073;0,0066;0,0014;0,2296;0,0108;0,0164;0,0181;0,0299;0,8464;0,1235;0,9722;0,0075;0,0014;0,0091;0,0044;0,0075;0,0183;0,0027;0;0;0,0008;0,0004;0,0004;0,002;0,001;0,5179;0,1725;0,1088;0,0027;0,0048;0,0903;0,0836;0,0191;0,1416;0,099;0,1507;0,0648;0,0259;0,1023;0,0068;0,0334;0,2026;0,092;0,0193;0,0502;0,012;0,0735;0,2082;0,001;0,0029;0,0818;0,0986;0,0502;0,0417;0,0087;0,0205;0,0104;0,4446;0,0583;0,0546;0,0643;0,0909;0,0336;0,0683;0,165;0,083;0,0556;0,0178;0,0147;0,0226;0,0457;0,0193;0,0075;0,012;0,0818;0,2092;0,0554;0,1306;0,0942;0,0467;0,065;0,0152;0,0048;0,0278;0,0048;0,011;0,0077;0,0415;0,0006;4,1301;4,8871;4,3197;4,2865;0,956;0,702;1,4197;0,4159;0,0002;0,001;0;0,5029;0,1652;0,2881;0,1015;0,115;0,021;0,0118;0,0513;0,0002;0,1162;0,0834;0,0139;0,0189;0,0168;0,001;0,0002;0,001;0,4134;0,1023;0,0857;0,0517;0,0413;0,0019;0,0081;0,127;0,1158;0,0291;0,0056;0,0301;0,0108;0,0166;0,0023;0,1227;0,3037;0,0374;0,0071;0,0349;0,1482;0,0027;0,0152;0,0031;0,0066;0,039;0,0021;0,0301;0,1077;0,0031;0,1106;0,0789;0,17;0,0075;0,005;0,0297
829;254;3604;18185;1387;1260;0;0,0058;0,0214;0;0,4229;0,0244;0,1762;0,013;0,0172;0,8357;0,1471;0,9417;0,0086;0,0006;0,0133;0,0139;0,0302;0,0314;0,0022;0;0,0003;0,0055;0,0089;0,0014;0,0164;0,0036;0,5119;0,1568;0,0893;0,0117;0,0064;0,0638;0,0605;0,0111;0,1232;0,0744;0,1523;0,0641;0,028;0,1077;0,0044;0,0427;0,1579;0,0991;0,0247;0,0563;0,0139;0,0674;0,1851;0,0028;0,0061;0,0952;0,1063;0,0613;0,0305;0,0031;0,0178;0,0119;0,422;0,0644;0,0486;0,0616;0,1052;0,033;0,0671;0,1371;0,0835;0,0724;0,0239;0,0133;0,0308;0,0683;0,0269;0,0119;0,0178;0,0855;0,2137;0,0669;0,1079;0,1021;0,0341;0,0497;0,0247;0,0075;0,033;0,0094;0,005;0,0119;0,0239;0,0025;4,2439;5,0126;4,4594;3,8645;0,9218;0,6102;1,4345;0,273;0,0006;0,0022;0;0,4761;0,1656;0,2092;0,106;0,134;0,0166;0,0119;0,04;0,0017;0,0927;0,0541;0,0175;0,0211;0,0194;0,0008;0;0,0008;0,3721;0,0746;0,0963;0,0458;0,0408;0,0047;0,0111;0,1032;0,0888;0,0294;0,0139;0,0308;0,0089;0,0219;0,0075;0,0941;0,3149;0,0413;0,0122;0,0261;0,1676;0,0047;0,0186;0,0022;0,0028;0,0308;0,0019;0,0261;0,1229;0,0011;0,1321;0,0946;0,1931;0,0047;0,0006;0,0136
83;111;822;4439;489;435;0,0085;0,0146;0,0024;0,0024;0,3698;0,0134;0,0049;0,0328;0,0584;0,8151;0,1265;0,8078;0,0268;0;0,0207;0,0961;0,0219;0,0134;0,0049;0;0;0,0049;0,0231;0;0,0955;0,0073;0,4148;0,1253;0,0827;0,0036;0,0049;0,0693;0,0596;0,0122;0,0973;0,0912;0,1253;0,0535;0,0292;0,0791;0,0073;0,0365;0,1545;0,0535;0,0146;0,062;0,0182;0,0572;0,1642;0,0049;0,0024;0,0864;0,1058;0,0584;0,0474;0,0085;0,0243;0,0146;0,3248;0,0523;0,0328;0,0535;0,0949;0,0353;0,0377;0,1156;0,0535;0,0596;0,0207;0,0134;0,0255;0,0414;0,0146;0,0109;0,0073;0,0827;0,1788;0,0608;0,1204;0,0706;0,0195;0,0292;0,0268;0,0036;0,017;0;0,0085;0,0085;0,0341;0;4,236;4,9768;4,427;3,997;0,8905;0,5207;1,264;0,264;0;0;0;0,4136;0,1557;0,2336;0,0633;0,101;0,0365;0,0207;0,0657;0,0049;0,1107;0,0633;0,0207;0,0268;0,0231;0,0036;0;0;0,3078;0,0742;0,0766;0,0292;0,0243;0,0036;0,0049;0,0973;0,0876;0,0243;0,0073;0,0243;0,0049;0,0097;0,0061;0,0925;0,2555;0,0195;0,0109;0,0268;0,1156;0,0012;0,0243;0,0012;0,0061;0,0426;0;0,0268;0,1058;0;0,0864;0,0864;0,1642;0,0049;0,0049;0,0061
830;274;4342;20560;1171;1087;0,0002;0,0111;0,0122;0;0,3017;0,0028;0,1292;0,0129;0,0117;0,8333;0,155;0,9682;0,0023;0,0032;0,0032;0,0037;0,0198;0,0166;0,0007;0,0005;0;0,0016;0,0108;0,0046;0,0192;0,0005;0,5578;0,2365;0,1476;0,0458;0,009;0,0829;0,0594;0,0196;0,1386;0,0707;0,1589;0,0617;0,032;0,1032;0,0062;0,0587;0,1451;0,1145;0,0136;0,0721;0,0111;0,0836;0,2494;0,0053;0,0191;0,1509;0,143;0,1211;0,0191;0,0021;0,0055;0,0111;0,4275;0,0518;0,0509;0,0795;0,114;0,0567;0,0617;0,1624;0,0795;0,0684;0,018;0,0108;0,0304;0,0684;0,0184;0,0111;0,0334;0,0873;0,2167;0,0587;0,0868;0,1103;0,0189;0,0596;0,0207;0,0039;0,0147;0,0166;0,0046;0,0101;0,0295;0,0012;4,1398;5,1446;4,5013;3,2892;0,9947;0,693;1,4205;0,403;0;0,0085;0,0002;0,5083;0,1644;0,1783;0,1244;0,1504;0,0191;0,006;0,0488;0,0012;0,0806;0,0525;0,0117;0,0164;0,0136;0,0021;0;0,0007;0,4622;0,0751;0,1154;0,0504;0,0444;0,0145;0,0398;0,1271;0,0988;0,0415;0,024;0,0449;0,0269;0,0633;0,0193;0,1034;0,2985;0,0401;0,0094;0,0263;0,1391;0,0023;0,0318;0,0048;0,0032;0,0355;0,0005;0,0269;0,0986;0,0012;0,1322;0,0719;0,1677;0,0037;0,0018;0,0154
831;270;1332;7335;539;468;0;0,0158;0,0398;0;0,6044;0,015;0,1532;0,036;0,009;0,7267;0,2643;0,9084;0,0023;0;0,0503;0,0015;0,0368;0,009;0;0;0;0;0,0368;0,0008;0,0504;0;0,4497;0,2005;0,1419;0,0375;0,009;0,0863;0,0646;0,0218;0,1074;0,0646;0,1479;0,0593;0,0255;0,1029;0,0083;0,0405;0,1066;0,0803;0,006;0,0526;0,0045;0,0766;0,2335;0,03;0,0188;0,1276;0,1209;0,0968;0,024;0,003;0,0075;0,0143;0,295;0,0323;0,0353;0,0556;0,0751;0,027;0,0435;0,1074;0,0601;0,048;0,012;0,0038;0,0143;0,0871;0,0263;0,0135;0,0308;0,0728;0,1884;0,0518;0,0653;0,1029;0,0203;0,0593;0,024;0,0105;0,0165;0,0053;0,0053;0,0038;0,0195;0,0008;4,3423;5,1032;4,6689;3,4385;0,8859;0,6194;1,3161;0,3273;0;0,0083;0;0,467;0,1336;0,1374;0,0848;0,1081;0,0165;0,0053;0,024;0;0,0751;0,045;0,0135;0,0165;0,0135;0;0;0,003;0,4002;0,0713;0,0968;0,0338;0,0278;0,015;0,0518;0,1119;0,0863;0,0383;0,0225;0,0398;0,0188;0,0623;0,0218;0,1029;0,28;0,0278;0,0098;0,0188;0,1502;0,0045;0,03;0,0023;0,0015;0,0315;0,0015;0,0195;0,0938;0,0008;0,1104;0,0811;0,1644;0,0068;0,0023;0,0083
833;96;1044;4742;470;433;0,001;0,001;0,001;0;0,2241;0,0019;0,0019;0,0105;0,0182;0,841;0,1408;0,9598;0,0048;0,0019;0,0105;0,0038;0,023;0,022;0;0,001;0;0,0048;0,0096;0;0,0183;0,0029;0,5125;0,2002;0,1159;0,0431;0,0115;0,0479;0,0489;0,0201;0,1236;0,0546;0,182;0,0508;0,0316;0,113;0,0144;0,0632;0,1341;0,113;0,0182;0,0632;0,0077;0,0862;0,2548;0,0249;0,0249;0,1398;0,1331;0,0996;0,0297;0,0105;0,0172;0,0077;0,3908;0,0613;0,0412;0,0757;0,092;0,0249;0,0479;0,137;0,0728;0,0881;0,0249;0,0144;0,0364;0,1015;0,0354;0,0144;0,0354;0,0967;0,2126;0,0766;0,0852;0,0948;0,0211;0,045;0,0278;0,0115;0,0125;0,0038;0,0077;0,0048;0,0239;0,001;4,366;5,1293;4,6928;3,2146;0,91;0,6025;1,3946;0,3582;0;0,0048;0;0,4837;0,1389;0,2136;0,1245;0,1456;0,0153;0,0077;0,0354;0;0,0661;0,0393;0,0144;0,0125;0,0125;0;0;0;0,3793;0,0747;0,0852;0,0441;0,0402;0,001;0,0316;0,1092;0,0843;0,0374;0,0249;0,0393;0,0163;0,0623;0,0048;0,0814;0,3458;0,0431;0,0048;0,0192;0,181;0,0086;0,0297;0,0038;0,0019;0,0402;0,0067;0,0268;0,1216;0,0029;0,1609;0,1025;0,1983;0,0057;0,0067;0,0153
834;373;5869;27446;1558;1443;0,0009;0,0099;0,0225;0;0,2558;0,0034;0,037;0,0063;0,0423;0,87;0,0874;0,9688;0,0022;0,0012;0,0082;0,0049;0,014;0,0244;0,0019;0;0;0,0003;0,0077;0,0015;0,0134;0,0022;0,5735;0,215;0,1423;0,0319;0,0153;0,0845;0,0692;0,0175;0,1344;0,0886;0,1721;0,0741;0,0286;0,1143;0,0095;0,0412;0,1547;0,1167;0,0228;0,0739;0,0157;0,0823;0,2476;0,0083;0,0158;0,1351;0,1472;0,1147;0,0307;0,0049;0,0092;0,0153;0,456;0,0591;0,045;0,0855;0,1237;0,055;0,0586;0,1629;0,0879;0,0728;0,0198;0,0155;0,0291;0,0736;0,0249;0,0189;0,0227;0,1;0,2411;0,0588;0,1041;0,1136;0,0218;0,0625;0,0235;0,0063;0,0175;0,0143;0,0075;0,0077;0,0332;0,0015;4,1338;5,1405;4,4846;3,4152;0,9981;0,6805;1,4887;0,3892;0;0,002;0,0002;0,4894;0,1619;0,1922;0,1261;0,1409;0,0153;0,0073;0,0503;0,0007;0,1065;0,0619;0,0211;0,0235;0,021;0,0017;0;0,0009;0,4662;0,078;0,1181;0,0494;0,0445;0,0128;0,03;0,1401;0,1125;0,0462;0,0225;0,0484;0,0256;0,0593;0,014;0,1162;0,3345;0,0503;0,0053;0,0187;0,1658;0,0024;0,029;0,0083;0,0027;0,0463;0,0014;0,0375;0,1208;0,0014;0,1615;0,085;0,2068;0,0133;0,0007;0,0119
835;98;1062;4818;435;393;0,0019;0,0122;0,0113;0,0009;0,1601;0,0217;0,0009;0,0104;0,0066;0,8409;0,1525;0,8663;0,0235;0;0,0292;0,0377;0,033;0,0245;0,0169;0,0019;0;0,0009;0,0075;0,0056;0,0139;0,0085;0,5019;0,1874;0,1262;0,0443;0,0104;0,0584;0,0461;0,0132;0,0942;0,0518;0,162;0,0669;0,0395;0,1036;0,0066;0,0443;0,1196;0,0838;0,0292;0,0706;0,0085;0,065;0,1874;0,0038;0,0075;0,1215;0,113;0,0829;0,0282;0,0038;0,0113;0,0151;0,354;0,0508;0,0348;0,065;0,081;0,0358;0,0395;0,1215;0,0763;0,0565;0,016;0,0104;0,0254;0,0574;0,0226;0,0169;0,0226;0,0951;0,2109;0,0734;0,0885;0,113;0,0132;0,0527;0,0217;0,0047;0,0226;0,0094;0,0028;0,0179;0,016;0,0019;4,2034;5,2349;4,5632;3,296;0,7665;0,6422;1,2608;0,2514;0;0,0038;0;0,3917;0,1111;0,1676;0,0895;0,1544;0,0104;0,0047;0,0452;0,0019;0,0659;0,0358;0,0141;0,016;0,0151;0,0009;0;0;0,3738;0,0452;0,1083;0,0405;0,0339;0,0113;0,0273;0,1111;0,0772;0,0348;0,0358;0,0377;0,0169;0,0556;0,0207;0,0772;0,2844;0,0424;0,0179;0,0122;0,1431;0,0038;0,0395;0,0009;0,0038;0,0235;0;0,032;0,0895;0,0009;0,1111;0,0876;0,1761;0,0038;0;0,0104
836;128;1202;6041;554;473;0;0,0108;0,0175;0,0008;0,2812;0,0133;0,1256;0,0349;0,0166;0,7371;0,2463;0,9043;0,0025;0;0,0316;0,01;0,0324;0,015;0,0017;0,0017;0;0,0017;0,0416;0,0017;0,0674;0,0033;0,4867;0,1597;0,0973;0,025;0,0125;0,0524;0,0408;0,0108;0,1007;0,0674;0,1589;0,0724;0,0399;0,1015;0,005;0,0582;0,1181;0,0899;0,0133;0,0724;0,02;0,0757;0,1814;0,0116;0,0125;0,1148;0,1373;0,1057;0,0308;0,0058;0,01;0,0125;0,386;0,0549;0,0458;0,0815;0,124;0,0549;0,0624;0,124;0,0849;0,0632;0,0166;0,0058;0,0366;0,0474;0,0225;0,0033;0,0133;0,0957;0,2271;0,0715;0,074;0,1273;0,0183;0,0532;0,0233;0,0025;0,0283;0,0033;0,0067;0,0083;0,0158;0;4,2096;5,247;4,4983;3,3942;0,9443;0,5616;1,2779;0,3544;0;0,0017;0;0,4318;0,1622;0,1805;0,1007;0,1473;0,0108;0,0075;0,03;0,0008;0,0774;0,0374;0,0175;0,0225;0,0191;0,0033;0;0;0,3694;0,0582;0,1082;0,0449;0,0399;0,0083;0,0166;0,0973;0,0674;0,0266;0,025;0,03;0,0141;0,0441;0,0108;0,0715;0,282;0,0241;0,0125;0,0266;0,1439;0,0092;0,0383;0,0033;0,0017;0,0275;0,0042;0,0125;0,0774;0,0017;0,1173;0,0641;0,1514;0,0116;0,0017;0,0141
837;178;2263;10565;839;746;0,0009;0,0115;0,0318;0;0,2532;0,0053;0,0049;0,0345;0,0119;0,8741;0,1136;0,909;0,0035;0;0,0119;0,0331;0,0318;0,0261;0,0053;0,0013;0;0,0022;0,011;0,0128;0,0364;0,0088;0,506;0,1958;0,1343;0,0367;0,0062;0,0817;0,0464;0,0172;0,1038;0,0623;0,1595;0,0579;0,0358;0,0963;0,0071;0,0544;0,1224;0,1034;0,0146;0,0623;0,0093;0,0751;0,2528;0,0066;0,0305;0,1379;0,1379;0,1158;0,0221;0,0022;0,0075;0,0124;0,3791;0,0504;0,0398;0,0747;0,0888;0,0473;0,0442;0,1414;0,0795;0,0632;0,015;0,0119;0,0247;0,0751;0,0252;0,0093;0,0407;0,0963;0,2205;0,0764;0,0764;0,1149;0,0168;0,0614;0,0261;0,0053;0,0239;0,0035;0,0044;0,0057;0,0186;0,0013;4,2724;5,1751;4,6127;3,3248;0,9337;0,5851;1,2806;0,3487;0,0004;0,0035;0;0,4459;0,1343;0,1781;0,1158;0,1471;0,0137;0,0119;0,0318;0,0004;0,0756;0,0442;0,0146;0,0168;0,0146;0,0022;0;0;0,4087;0,0583;0,1078;0,0402;0,0367;0,0177;0,0199;0,1343;0,091;0,0446;0,0362;0,0464;0,03;0,0499;0,0309;0,0972;0,289;0,042;0,0071;0,0208;0,1401;0,0031;0,0362;0,0044;0,0031;0,0362;0,0009;0,03;0,0924;0,0022;0,1405;0,0738;0,1666;0,0084;0,0022;0,0102
838;154;1279;6681;639;580;0,0008;0,0086;0,0156;0;0,43;0,0094;0,0977;0,0149;0,0195;0,8006;0,179;0,9249;0,0195;0,0008;0,0156;0,0117;0,0352;0,0086;0,0039;0;0,0008;0,0016;0,007;0,0055;0,0244;0,0078;0,4887;0,1587;0,0977;0,0258;0,0055;0,0571;0,0485;0,0117;0,1102;0,0813;0,1454;0,0547;0,0321;0,0962;0,0063;0,0532;0,1478;0,0954;0,0211;0,0758;0,0172;0,0946;0,1986;0,0117;0,0164;0,1274;0,1259;0,0844;0,0399;0,0055;0,0172;0,0172;0,4011;0,0524;0,0532;0,0719;0,1165;0,0461;0,043;0,1446;0,0899;0,0852;0,0274;0,0117;0,0336;0,0704;0,0156;0,0164;0,0297;0,0977;0,2064;0,0829;0,0884;0,0993;0,0266;0,05;0,0235;0,0109;0,0156;0,0055;0,0078;0,0149;0,025;0,0023;4,2444;5,0982;4,5523;3,5679;0,878;0,656;1,3276;0,3456;0;0,0047;0;0,448;0,1493;0,2072;0,1056;0,1501;0,0102;0,0133;0,0438;0,0047;0,0977;0,0493;0,0235;0,025;0,0242;0,0008;0;0;0,3847;0,0641;0,1165;0,0485;0,0414;0,0063;0,0102;0,1016;0,0766;0,0242;0,0203;0,025;0,0149;0,0344;0,0086;0,079;0,2838;0,0305;0,0203;0,0195;0,1407;0,0023;0,036;0,0016;0,0047;0,0297;0,0016;0,025;0,0852;0;0,1149;0,0657;0,1532;0,0102;0,0008;0,0149
